_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
612645,12912,178447,against the day,land of kush,2009,against the day,land of kush/land of kush,2009
612754,22687,1096316,skin companion ep i,flume,2016,skin companion ep i,flume/flume,2016
612903,9483,248735,fire on the bright sky,the low lows,2006,fire on the bright sky,the low lows/the low lows,2006
612921,18856,644562,killed by deathrock: vol. 1,various artists,2014,killed by deathrock: vol. 1,various/various,2014
612938,11066,153648,rip it off,times new viking,2008,rip it off,times new viking/times new viking,2008
613006,10119,267715,at the end of paths taken,cowboy junkies,2007,at the end of paths taken,cowboy junkies/cowboy junkies,2007
613053,21053,903844,the things we do to find people who feel like us,beach slang,2015,the things we do to find people who feel like us,beach slang/beach slang,2015
613451,10828,15130,in the vines,castanets,2007,in the vines,castanets/castanets,2007
613452,9130,265326,fast man raider man,frank black,2006,fast man raider man,frank black/frank black,2006
613453,8704,986960,the dirt tier,winfred e. eye,2003,the dirt tier,winfred e. eye/winfred e. eye,2003
613903,3288,65988,i don't wanna,"henry flynt, the insurrections",2004,i don't wanna,henry flynt & the insurrections/henry flynt & the insurrections,2004
614001,17997,555451,the way things fall,adult.,2013,the way things fall,adult./adult.,2013
614436,21568,960729,livin' on a high note,mavis staples,2016,livin' on a high note,mavis staples,2016
614619,17216,590239,no love deep web,death grips,2012,no love deep web,death grips,2012
614622,11274,213221,brain thrust mastery,we are scientists,2008,brain thrust mastery,we are scientists,2008
614675,9044,757556,in the city of sleep,the fever,2006,in the city of sleep,the fever,2006
614805,955,3146,broken social scene,broken social scene,2005,broken social scene,broken social scene,2005
614806,17082,479762,enjoy it while it lasts,spector,2012,enjoy it while it lasts,spector (6),2012
614866,14875,293609,man on the moon ii: the legend of mr. rager,kid cudi,2010,man on the moon ii: the legend of mr. rager,kid cudi,2010
615129,10535,357042,live at the annandale hotel,life without buildings,2007,live at the annandale hotel,life without buildings,2007
615150,19627,740058,music from the mountain provinces,various artists,2014,music from the mountain provinces,various,2014
615163,19620,733427,the tyranny of will,iron reagan,2014,the tyranny of will,iron reagan,2014
615827,11082,4306,the roundhouse tapes,opeth,2007,the roundhouse tapes,opeth,2007
615926,20543,1060033,you should be here,kehlani,2015,you should be here,kehlani,2015
615927,18196,563497,heart of nowhere,noah and the whale,2013,heart of nowhere,noah and the whale,2013
616001,2061,674600,sunday nights: the songs of junior kimbrough,various artists,2004,sunday nights: the songs of junior kimbrough,various,2005
616189,18395,632188,more constant than the gods,subrosa,2013,more constant than the gods,subrosa (3),2013
616522,6698,262324,chain gang of love,the raveonettes,2003,chain gang of love,the raveonettes,2003
616938,12902,44230,art brut vs. satan,art brut,2009,art brut vs. satan,art brut,2009
616941,460,1021459,long live the well-doer,arbouretum,2004,long live the well-doer,arbouretum,2004
616945,8917,129479,the unreal never lived,yob,2005,the unreal never lived,yob,2005
616953,7539,12410,first impressions of earth,the strokes,2006,first impressions of earth,the strokes,2006
617032,21114,894633,things that grow,cara stacey,2015,things that grow,cara stacey,2015
617381,21719,1017742,the dreaming room,laura mvula,2016,the dreaming room,laura mvula,2016
617830,20297,827866,the past we leave behind,pale blue,2015,the past we leave behind,pale blue (3),2015
617958,3330,81614,everyone is here,the finn brothers,2004,everyone is here,the finn brothers,2004
618031,3674,1093315,straight outta newport,goldie lookin' chain,2005,straight outta newport,goldie lookin chain,2004
618034,15421,349649,i'll never get out of this world alive,steve earle,2011,i'll never get out of this world alive,steve earle,2011
618035,15184,316096,collapse into now,r.e.m.,2011,collapse into now,r.e.m.,2011
618486,14738,281160,the age of adz,sufjan stevens,2010,the age of adz,sufjan stevens/sufjan stevens,2010
618498,14933,290067,land and fixed,blank dogs,2010,land and fixed,blank dogs/blank dogs,2010
618593,15697,353992,closer to closed,braid,2011,closer to closed,braid/braid,2011
618692,490,195690,sing along with acid house kings,acid house kings,2005,sing along with acid house kings,acid house kings/acid house kings,2005
618695,5798,4153,things falling apart,nine inch nails,2000,things falling apart,nine inch nails/nine inch nails,2000
618900,13054,646422,ice capped at both ends,diamond watch wrists,2009,ice capped at both ends,diamond watch wrists/diamond watch wrists,2009
618946,3024,67088,visions of blah,thomas fehlmann,2002,visions of blah,thomas fehlmann/thomas fehlmann,2002
619017,14739,292493,every step's a yes,a band of bees,2010,every step's a yes,the bees/the bees,2010
619159,18457,592702,the silver gymnasium,okkervil river,2013,the silver gymnasium,okkervil river/okkervil river,2013
619447,9873,133120,strength in numbers,calla,2007,strength in numbers,calla/calla,2007
619492,10558,402416,the hair the tv the baby & the band,imperial teen,2007,the hair the tv the baby & the band,imperial teen/imperial teen,2007
619785,9856,54631,the amber gatherers,alasdair roberts,2007,the amber gatherers,alasdair roberts/alasdair roberts,2007
619789,17886,524457,the new life,girls names,2013,the new life,girls names/girls names,2013
619838,528,81303,about a boy,badly drawn boy,2002,about a boy,badly drawn boy/badly drawn boy,2002
619901,5582,143991,get away from me,nellie mckay,2004,get away from me,nellie mckay/nellie mckay,2004
619922,1087,828493,modern hits ep,andrew broder,2003,modern hits ep,andrew broder/andrew broder,2002
620383,14876,309573,march to the sea,aids wolf,2010,march to the sea,aids wolf/aids wolf,2010
620919,16732,446092,the idler wheel is wiser than the driver of the screw and whipping cords will serve you more than ropes will ever do,fiona apple,2012,the idler wheel is wiser than the driver of the screw and whipping cords will serve you more than ropes will ever do,fiona apple/fiona apple,2012
620980,14170,227359,a balloon called moaning,the joy formidable,2010,a balloon called moaning,the joy formidable/the joy formidable,2009
621047,8380,57578,who will cut our hair when we're gone?,the unicorns,2003,who will cut our hair when we're gone?,the unicorns/the unicorns,2003
621049,19685,57578,who will cut our hair when we're gone?,the unicorns,2003/2014,who will cut our hair when we're gone?,the unicorns/the unicorns,2003
621063,9514,1065694,better days will haunt you,chavez,2006,better days will haunt you,chavez/chavez,2006
621297,2434,178459,hammers and anvils,graeme downes,2001,hammers and anvils,graeme downes/graeme downes,2001
621320,12313,614431,now or heaven,the broken west,2008,now or heaven,the broken west/the broken west,2008
621448,14953,409969,is growing faith,white fence,2011,is growing faith,white fence/white fence,2011
621518,9416,175439,the air force,xiu xiu,2006,the air force,xiu xiu/xiu xiu,2006
621547,2397,28396,life is full of possibilities,dntel,2001,life is full of possibilities,dntel/dntel,2001
621548,15950,28396,life is full of possibilities,dntel,2011,life is full of possibilities,dntel/dntel,2001
621721,19572,722411,annabel dream reader,the wytches,2014,annabel dream reader,the wytches/the wytches,2014
621823,32,263143,versus the world,action time,2001,versus the world,the action time/the action time,2000
622095,10789,50186,"100 days, 100 nights",sharon jones and the dap-kings,2007,"100 days, 100 nights",sharon jones & the dap-kings/sharon jones & the dap-kings,2007
622127,22531,1104737,what's your sign?,"oneida, rhys chatham",2016,what's your sign?,oneida/oneida/rhys chatham/rhys chatham,2016
622687,19638,713079,the next four years,united nations,2014,the next four years,united nations (4)/united nations (4),2014
622845,3235,113780,inside of emptiness,john frusciante,2004,inside of emptiness,john frusciante/john frusciante,2004
622859,18257,579438,where does this door go,mayer hawthorne,2013,where does this door go,mayer hawthorne/mayer hawthorne,2013
623028,11954,327032,season of sweets,modey lemon,2008,season of sweets,modey lemon/modey lemon,2008
623142,669,148445,hot shots ii,the beta band,2001,hot shots ii,the beta band/the beta band,2001
623143,5841,167475,dying in stereo,northern state,2003,dying in stereo,northern state/northern state,2002
623620,21588,970288,you and i,jeff buckley,2016,you and i,jeff buckley/jeff buckley,2016
623624,22350,1055485,acoustic recordings 1998-2016,jack white,2016,acoustic recordings 1998-2016,jack white (2)/jack white (2),2016
623625,7486,17120,two against nature,steely dan,,two against nature,steely dan/steely dan,2000
623626,2808,32498,another day on earth,brian eno,2005,another day on earth,brian eno/brian eno,2005
623627,3690,91769,from the cliffs,guillemots,2006,from the cliffs,guillemots/guillemots,2006
623628,11034,145511,sea from shore,school of language,2008,sea from shore,school of language/school of language,2008
623639,13473,350494,live from home,shudder to think,2009,live from home,shudder to think/shudder to think,2009
623647,8001,454478,a user's guide to they might be giants,they might be giants,2005,a user's guide to they might be giants,they might be giants/they might be giants,2005
623658,4344,463640,five pillars of soul,john wilkes booze,2004,five pillars of soul,john wilkes booze/john wilkes booze,2004
623729,19256,689974,upside down mountain,conor oberst,2014,upside down mountain,conor oberst/conor oberst,2014
623955,19573,727918,the man upstairs,robyn hitchcock,2014,the man upstairs,robyn hitchcock/robyn hitchcock,2014
624051,20643,854952,the monsanto years,neil young,2015,the monsanto years,neil young/neil young/promise of the real/promise of the real,2015
624574,11129,44269,made in the dark,hot chip,2008,made in the dark,hot chip/hot chip,2008
624693,7551,522031,a new morning,suede,2002,a new morning,suede/suede,2002
624715,15978,374516,unto the locust,machine head,2011,unto the locust,machine head (3)/machine head (3),2011
624811,19744,766472,the ape of god,old man gloom,2014,the ape of god,old man gloom/old man gloom,2014
625071,4448,9330,quiet is the new loud,kings of convenience,,quiet is the new loud,kings of convenience/kings of convenience,2001
625086,19487,810403,live at biko,mark kozelek,2014,live at biko,mark kozelek/mark kozelek,2014
625091,9062,129836,honey from the tombs,amy millan,2006,honey from the tombs,amy millan/amy millan,2006
625095,14723,279953,a swedish love story ep,owen pallett,2010,a swedish love story ep,owen pallett/owen pallett,2010
625098,5454,577053,all hail west texas,the mountain goats,2002,all hail west texas,the mountain goats/the mountain goats,2002
625099,18288,577053,all hail west texas,the mountain goats,2002/2013,all hail west texas,the mountain goats/the mountain goats,2002
625100,20129,790630,we are undone,two gallants,2015,we are undone,two gallants/two gallants,2015
625881,18537,601767,r plus seven,oneohtrix point never,2013,r plus seven,oneohtrix point never/oneohtrix point never,2013
626027,12104,335653,the jealous girlfriends,the jealous girlfriends,2008,the jealous girlfriends,the jealous girlfriends/the jealous girlfriends,2008
626092,14014,526560,the desert of shallow effects,miles kurosky,2010,the desert of shallow effects,miles kurosky/miles kurosky,2010
626423,1976,937905,but then again,various artists,2004,but then again,various/various,2004
626456,15185,321366,asleep on the floodplain,six organs of admittance,2011,asleep on the floodplain,six organs of admittance/six organs of admittance,2011
626457,12853,49472,the future will come,the juan maclean,2009,the future will come,the juan maclean/the juan maclean,2009
626689,21421,927590,from my mind to yours,richie hawtin,2015,from my mind to yours,richie hawtin/richie hawtin,2015
626690,17453,514345,greatest of deceivers,nidingr,2012,greatest of deceivers,nidingr/nidingr,2012
626776,1287,159742,humming by the flowered vine,laura cantrell,2005,humming by the flowered vine,laura cantrell/laura cantrell,2005
626808,13539,285395,in the gardens of the north,sleeping states,2009,in the gardens of the north,sleeping states/sleeping states,2009
627292,8265,659676,book of silk,tin hat trio,2004,book of silk,tin hat trio/tin hat trio,2004
627293,10456,60668,dr. no's oxperiment,oh no,2007,dr. no's oxperiment,oh no/oh no,2007
627366,6326,750774,sleeping with ghosts,placebo,2003,sleeping with ghosts,placebo/placebo,2003
627485,22181,1041629,the bird & the rifle,lori mckenna,2016,the bird & the rifle,lori mckenna/lori mckenna,2016
627566,8651,10332,white blood cells,the white stripes,2001,white blood cells,the white stripes/the white stripes,2001
627706,20946,881867,brace the wave,lou barlow,2015,brace the wave,lou barlow/lou barlow,2015
627735,15371,348081,dead to me,girls names,2011,dead to me,girls names/girls names,2011
628027,9970,272585,if the ocean gets rough,willy mason,2007,if the ocean gets rough,willy mason/willy mason,2007
628091,17115,475197,until the quiet comes,flying lotus,2012,until the quiet comes,flying lotus/flying lotus,2012
628140,2980,38964,fall heads roll,the fall,2005,fall heads roll,the fall/the fall,2005
628455,18115,569003,long enough to leave,the mantles,2013,long enough to leave,the mantles/the mantles,2013
628536,4005,991290,petra haden sings: the who sell out,petra haden,2005,petra haden sings: the who sell out,petra haden/petra haden,2005
628710,3847,209656,everynight fire works,hey mercedes,2001,everynight fire works,hey mercedes/hey mercedes,2001
628938,19457,684515,promulgation of the fall,dead congregation,2014,promulgation of the fall,dead congregation/dead congregation,2014
628979,20669,844270,everything is 4,jason derulo,2015,everything is 4,jason derulo/jason derulo,2015
629017,9233,522120,speed of the whippoorwill,chatham county line,2006,speed of the whippoorwill,chatham county line/chatham county line,2006
629019,22419,1058286,shape shift with me,against me!,2016,shape shift with me,against me!/against me!,2016
629033,8027,282351,front parlour ballads,richard thompson,2005,front parlour ballads,richard thompson/richard thompson,2005
629508,18877,624968,the shaw tapes: live in detroit 5/27/88,the gories,2013,the shaw tapes: live in detroit 5/27/88,the gories/the gories,2013
629851,6448,123458,vocal studies + uprock narratives,prefuse 73,2001,vocal studies + uprock narratives,prefuse 73/prefuse 73,2001
629998,9777,24369,mass appeal: the best of gang starr,gang starr,2006,mass appeal: the best of gang starr,gang starr/gang starr,2006
630015,13652,204072,midnight soul serenade,heavy trash,2009,midnight soul serenade,heavy trash/heavy trash,2009
630019,2638,910004,we are night sky,deadboy & the elephantmen,2006,we are night sky,deadboy & the elephantmen/deadboy & the elephantmen,2015
630034,9843,145333,new magnetic wonder,the apples in stereo,2007,new magnetic wonder,the apples in stereo/the apples in stereo,2007
630094,529,81314,one plus one is one,badly drawn boy,2004,one plus one is one,badly drawn boy/badly drawn boy,2004
630124,5443,740486,"provisions, fiction and gear",moth,2002,"provisions, fiction and gear",moth (9)/moth (9),2002
630125,18550,597705,nobody realizes this is nowhere,terry malts,2013,nobody realizes this is nowhere,terry malts/terry malts,2013
630394,13005,35510,replica sun machine,the shortwave set,2009,replica sun machine,the shortwave set/the shortwave set,2008
630730,7419,30282,let it come down,spiritualized,2001,let it come down,spiritualized/spiritualized,2001
630944,15812,370799,life in the trenches,the embassy,2011,life in the trenches,the embassy (2)/the embassy (2),2011
630967,22463,1076639,front row seat to earth,weyes blood,2016,front row seat to earth,weyes blood/weyes blood,2016
630981,3324,193046,all the leaves are gone,"josephine foster, the supposed",2004,all the leaves are gone,josephine foster and the supposed/josephine foster and the supposed,2004
631058,11819,61582,and the black moths play the grand cinema,dean roberts,2000,and the black moths play the grand cinema,dean roberts/dean roberts,1999
631127,10128,471836,the voyage of icarus,silmaril,2007,the voyage of icarus,silmaril/silmaril,2007
631131,7135,3742,the mission statement,s.i. futures,2001,the mission statement,s.i. futures/s.i. futures,2001
631132,21421,930508,from my mind to yours,richie hawtin,2015,from my mind to yours,richie hawtin/richie hawtin,2015
631491,8190,148873,a new machine for living,turing machine,,a new machine for living,turing machine/turing machine,2000
632125,2137,26833,human after all,daft punk,2005,human after all,daft punk/daft punk,2005
632208,10878,56556,through the panama,sightings,2007,through the panama,sightings/sightings,2007
632540,22137,1039599,suicide squad: the album,various artists,2016,suicide squad: the album,various/various,2016
632603,11586,140649,begin civil twilight,auburn lull,2008,begin civil twilight,auburn lull/auburn lull,2008
632605,16711,445304,there's no leaving now,the tallest man on earth,2012,there's no leaving now,the tallest man on earth/the tallest man on earth,2012
632940,14944,290359,she was coloured in,solar bears,2010,she was coloured in,solar bears/solar bears,2010
632941,11859,499765,huge chrome cylinder box unfolding,venetian snares,2004,huge chrome cylinder box unfolding,venetian snares/venetian snares,2004
633300,21515,954625,long time traveller,jeb loy nichols,2016,long time traveller,jeb loy nichols/jeb loy nichols,2010
633307,10715,52432,now you are this,numbers,2007,now you are this,numbers/numbers,2007
633312,6120,58088,here where nothing grows,ocean,2005,here where nothing grows,ocean (4)/ocean (4),2005
633460,12777,90422,angst is not a weltanschauung!,b. fleischmann,2008,angst is not a weltanschauung!,b. fleischmann/b. fleischmann,2008
633478,20426,825237,"the past, the present, the future",jodeci,2015,"the past, the present, the future",jodeci/jodeci,2015
633489,6901,778555,something's gotta give,roosevelt franklin,2003,something's gotta give,roosevelt franklin/roosevelt franklin,2004
633604,8895,27298,rhythm of snow,yagya,2002,rhythm of snow,yagya/yagya,2002
633665,10287,2051,the cloud of unknowing,james blackshaw,2007,the cloud of unknowing,james blackshaw/james blackshaw,2007
634524,3650,183611,waves are universal,rachel goswell,2004,waves are universal,rachel goswell/rachel goswell,2004
634583,13055,138566,mind the drift,big business,2009,mind the drift,big business/big business,2009
634584,14136,243041,my best friend is you,kate nash,2010,my best friend is you,kate nash/kate nash,2010
634738,1352,74700,stars on my ceiling,caural,2002,stars on my ceiling,caural/caural,2002
634768,10319,342880,immaculate machine's fables,immaculate machine,2007,immaculate machine's fables,immaculate machine/immaculate machine,2007
634799,13587,228094,keep in mind frankenstein,grand archives,2009,keep in mind frankenstein,grand archives/grand archives,2009
635311,455,16282,one in an infinity of ways,ammoncontact,2004,one in an infinity of ways,ammoncontact/ammoncontact,2004
635336,16229,414198,earth has doors,wymond miles,2012,earth has doors,wymond miles/wymond miles,2012
635385,9771,7762,someone to drive you home,the long blondes,2006,someone to drive you home,the long blondes/the long blondes,2006
635420,11802,26823,the troubled sleep of piano magic,piano magic,2003,the troubled sleep of piano magic,piano magic/piano magic,2003
635430,5945,448382,throw down your arms,sinad o'connor,2005,throw down your arms,sinéad o'connor/sinéad o'connor,2005
635461,12972,132460,the glass bead game,james blackshaw,2009,the glass bead game,james blackshaw/james blackshaw,2009
635539,15784,413050,808s & dark grapes ii,main attrakionz,2011,808s & dark grapes ii,main attrakionz/main attrakionz,2011
635609,508,172565,the orange tapered moon,bablicon,,the orange tapered moon,bablicon/bablicon,2000
635669,189,8509,akron/family & angels of light,"the angels of light, akron/family",2005,akron/family & angels of light,akron/family/akron/family/the angels of light/the angels of light,2005
635718,15304,333476,in love with oblivion,crystal stilts,2011,in love with oblivion,crystal stilts/crystal stilts,2011
635721,16042,387108,an album by korallreven,korallreven,2011,an album by korallreven,korallreven/korallreven,2011
636313,21884,1018736,a youthful dream,yung,2016,a youthful dream,yung (4),2016
636345,17552,512045,we are the 21st century ambassadors of peace & magic,foxygen,2013,we are the 21st century ambassadors of peace & magic,foxygen,2013
636447,8794,151481,apologies to the queen mary,wolf parade,2005,apologies to the queen mary,wolf parade,2005
637053,12662,44109,"it's not me, it's you",lily allen,2009,"it's not me, it's you",lily allen,2009
637083,12255,126857,pull the pin,stereophonics,2007/2008,pull the pin,stereophonics,2007
637231,2557,135711,faded seaside glamour,delays,2004,faded seaside glamour,delays,2004
637484,20940,317207,"grown up, fucked up",reatards,1999/2015,"grown up, fucked up",reatards,1999
637609,19822,748097,if there's a hell below,black milk,2014,if there's a hell below,black milk,2014
637756,2445,14020,made to love magic,nick drake,2004,made to love magic,nick drake,2004
637757,9812,143662,tones of town,field music,2007,tones of town,field music,2007
637758,14495,211825,hunting my dress,jesca hoop,2010,hunting my dress,jesca hoop,2009
637778,1205,38810,a temporary dive,ane brun,2006,a temporary dive,ane brun,2005
637971,4621,137222,welcome to the afterfuture,mike ladd,,welcome to the afterfuture,mike ladd,2000
638173,9497,5653,harmony in ultraviolet,tim hecker,2006,harmony in ultraviolet,tim hecker,2006
638345,21778,1007949,"flutes, echoes, it's all happening!",carlos nio & friends,2016,"flutes, echoes, it's all happening!",carlos niño,2016
638550,21863,997546,kindness for weakness,homeboy sandman,2016,kindness for weakness,homeboy sandman,2016
638603,20714,863912,vii: sturm und drang,lamb of god,2015,vii: sturm und drang,lamb of god,2015
638610,8429,444629,a foreign sound,caetano veloso,2004,a foreign sound,caetano veloso,2004
638695,21041,899566,vega intl. night school,neon indian,2015,vega intl. night school,neon indian,2015
638736,21694,984367,lost themes ii,john carpenter,2016,lost themes ii,john carpenter,2016
638737,4817,153700,light green leaves,little wings,2002,light green leaves,little wings,2002
638840,357,34065,out of exile,audioslave,2005,out of exile,audioslave,2005
639008,10266,261718,so real: songs from jeff buckley,jeff buckley,2007,so real: songs from jeff buckley,jeff buckley,2007
639009,5072,102241,know your enemy,manic street preachers,2001,know your enemy,manic street preachers,2001
639404,17241,475394,assimilating the shadow,ricardo donoso,2012,assimilating the shadow,ricardo donoso/ricardo donoso,2012
639410,9977,358292,rio baile funk: more favela booty beats,various artists,2006,rio baile funk: more favela booty beats,various/various,2006
639487,22347,1089021,away with you,mary halvorson,2016,away with you,mary halvorson octet/mary halvorson octet,2016
639490,11692,153694,a place where we could go,jeremy jay,2008,a place where we could go,jeremy jay/jeremy jay,2008
639491,13749,326118,"white water, white bloom",sea wolf,2009,"white water, white bloom",sea wolf/sea wolf,2009
639496,17567,527210,the house at sea,amor de das,2013,the house at sea,amor de días/amor de días,2013
639636,6976,20832,tales from turnpike house,saint etienne,2005,tales from turnpike house,saint etienne/saint etienne,2005
640130,12040,1044789,"i was raised on matthew, mark, luke & laura",pas/cal,2008,"i was raised on matthew, mark, luke & laura",pas/cal/pas/cal,2008
640176,710,23415,autour de la lune,biosphere,2004,autour de la lune,biosphere/biosphere,2004
640177,1776,110630,san francisco's still doomed,crime,2004,san francisco's still doomed,crime (2)/crime (2),2004
640541,6281,6656,writers without homes,piano magic,2002,writers without homes,piano magic/piano magic,2002
640609,6955,114744,they think they are the robocop kraus,the robocop kraus,2006,they think they are the robocop kraus,the robocop kraus/the robocop kraus,2005
640827,2368,236838,rainbows and robots,dj me dj you,2000,rainbows and robots,dj me dj you/dj me dj you,2000
641314,18541,607029,a history of every one,bill orcutt,2013,a history of every one,bill orcutt/bill orcutt,2013
641539,11427,119154,live in liverpool,gossip,2008,live in liverpool,the gossip/the gossip,2008
641590,4962,109757,deux hot dogs moutarde chou,les georges leningrad,2002/2004,deux hot dogs moutarde chou,les georges leningrad/les georges leningrad,2002
641707,18733,615877,the marshall mathers lp 2,eminem,2013,the marshall mathers lp 2,eminem/eminem,2013
641708,12835,58140,fist of god,mstrkrft,2009,fist of god,mstrkrft/mstrkrft,2009
641709,3577,68773,back to mine,groove armada,,back to mine,groove armada/groove armada,2000
641710,11371,114485,you are here,south,2008,you are here,south/south,2008
641714,14362,401983,false lights from the land ep,richard hawley,2010,false lights from the land ep,richard hawley/richard hawley,2010
641799,6327,69952,black market music,placebo,2000,black market music,placebo/placebo,2000
641804,2076,574235,eccentric soul: the bandit label,various artists,2005,eccentric soul: the bandit label,various/various,2004
641832,13996,234891,between buildings and trees,andrew thomas,2010,between buildings and trees,andrew thomas/andrew thomas,2010
641934,8140,358451,fading left to completely on,trans megetti,2001,fading left to completely on,the trans megetti/the trans megetti,1999
641991,20348,828128,suuns and jerusalem in my heart,suuns and jerusalem in my heart,2015,suuns and jerusalem in my heart,jerusalem in my heart/jerusalem in my heart/suuns/suuns,2015
642380,11244,209535,"some racing, some stopping",headlights,2008,"some racing, some stopping",headlights/headlights,2008
642604,9611,15309,samme stof som stof,under byen,2006,samme stof som stof,under byen/under byen,2006
642781,11640,353596,private times in public places,slow six,2004,private times in public places,slow six/slow six,2004
643369,16740,444261,class clown spots a ufo,guided by voices,2012,class clown spots a ufo,guided by voices/guided by voices,2012
643480,6788,114440,the execution of all things,rilo kiley,2002,the execution of all things,rilo kiley/rilo kiley,2002
643489,6080,189581,the grand pecking order,oysterhead,2001,the grand pecking order,oysterhead/oysterhead,2001
643884,14275,245256,does it look like i'm here?,emeralds,2010,does it look like i'm here?,emeralds (2)/emeralds (2),2010
643909,9434,294564,dark light daybreak,now it's overhead,2006,dark light daybreak,now it's overhead/now it's overhead,2006
644084,22496,1069881,requiem for hell,mono,2016,requiem for hell,mono (7)/mono (7),2016
644170,15760,362022,through donkey jaw,amen dunes,2011,through donkey jaw,amen dunes/amen dunes,2011
644330,5494,58248,march to fuzz,mudhoney,2000,march to fuzz,mudhoney/mudhoney,2000
644332,14218,377522,me oh my,cate le bon,2009,me oh my,cate le bon/cate le bon,2009
644599,12669,106155,keep it hid,dan auerbach,2009,keep it hid,dan auerbach/dan auerbach,2009
644601,11328,133347,the odd couple,gnarls barkley,2008,the odd couple,gnarls barkley/gnarls barkley,2008
644879,10158,647918,solace in sore hands,amandine,2007,solace in sore hands,amandine (2)/amandine (2),2007
645002,21656,987515,genius of time,larry levan,2016,genius of time,larry levan/larry levan,2016
645191,11054,359084,science fiction illustrated,mother and the addicts,2008,science fiction illustrated,mother and the addicts/mother and the addicts,2007
645214,19887,747907,tomorrow was the golden age,bing & ruth,2014,tomorrow was the golden age,bing and ruth/bing and ruth,2014
645580,14266,254990,heaps of nothing,naked on the vague,2010,heaps of nothing,naked on the vague/naked on the vague,2010
645636,15473,515311,an american trilogy,mickey newbury,2011,an american trilogy,mickey newbury/mickey newbury,2011
645660,9965,77690,the magic position,patrick wolf,2007,the magic position,patrick wolf/patrick wolf,2007
646070,15894,375873,creatures of an hour,still corners,2011,creatures of an hour,still corners/still corners,2011
646129,9169,706723,wastrels and whippersnappers,swell maps,2006,wastrels and whippersnappers,swell maps/swell maps,2006
646143,12146,578049,waiting in vain,james jackson toth,2008,waiting in vain,james toth/james toth,2008
646148,13618,217778,beast rest forth mouth,bear in heaven,2009,beast rest forth mouth,bear in heaven/bear in heaven,2009
646567,8227,66194,from the double gone chapel,two lone swordsmen,2004,from the double gone chapel,two lone swordsmen/two lone swordsmen,2004
646570,20992,876373,when the rainbow disappears: an anthology 1965-68,the kitchen cinq,2015,when the rainbow disappears: an anthology 1965-68,the kitchen cinq/the kitchen cinq,2015
646862,19501,749668,days of being wild,matt kivel,2014,days of being wild,matt kivel/matt kivel,2014
647072,8269,181984,oxeneers or the lion sleeps when its antelope go home,these arms are snakes,2004,oxeneers or the lion sleeps when its antelope go home,these arms are snakes/these arms are snakes,2004
647110,20303,821850,out of the garden,crypt sermon,2015,out of the garden,crypt sermon/crypt sermon,2015
647279,13565,152964,everything is new,jack peate,2009,everything is new,jack peñate/jack peñate,2009
647280,3909,388052,quit +/or fight,holopaw,2005,quit +/or fight,holopaw/holopaw,2006
647314,16162,382392,live at the paramount,nirvana,2011,live at the paramount,nirvana/nirvana,2011
647443,2388,177665,drums of death,dj spooky,2005,drums of death,dave lombardo/dave lombardo/dj spooky/dj spooky,2005
647514,10593,53906,the budos band ii,the budos band,2007,the budos band ii,the budos band/the budos band,2007
648321,14421,504544,ragged and right,"jack rose, d. charles speer and the helix",2010,ragged and right,d. charles speer/d. charles speer/jack rose/jack rose/the helix/the helix,2010
648337,20241,810748,ripe 4 luv,young guv,2015,ripe 4 luv,young governor/young governor,2015
648428,1600,51676,the high exhaulted,copywrite,2002,the high exhaulted,copywrite/copywrite,2002
648499,15412,345687,go with me,seapony,2011,go with me,seapony/seapony,2011
648557,9441,1056564,american hardcore: the history of american punk rock 1980-1986,various artists,2006,american hardcore: the history of american punk rock 1980-1986,various/various,2006
648709,16182,412605,evolve or be extinct,wiley,2012,evolve or be extinct,wiley (2)/wiley (2),2012
649154,9168,11079,black holes and revelations,muse,2006,black holes and revelations,muse/muse,2006
649563,17108,482839,deer creek canyon,sera cahoone,2012,deer creek canyon,sera cahoone/sera cahoone,2012
649566,17252,484058,daughter of cloud,of montreal,2012,daughter of cloud,of montreal/of montreal,2012
650243,8889,33469,show your bones,yeah yeah yeahs,2006,show your bones,yeah yeah yeahs/yeah yeah yeahs,2006
650508,17405,509665,light up gold,parquet courts,2012,light up gold,parquet courts/parquet courts,2012
650513,18511,600753,nothing was the same,drake,2013,nothing was the same,drake/drake,2013
650989,10069,237625,we all belong,dr. dog,2007,we all belong,dr. dog/dr. dog,2007
650990,21725,1004080,skip a sinking stone,mutual benefit,2016,skip a sinking stone,mutual benefit/mutual benefit,2016
651002,18531,620587,love in flying colors,the foreign exchange,2013,love in flying colors,the foreign exchange/the foreign exchange,2013
651180,19450,691657,in the lonely hour,sam smith,2014,in the lonely hour,sam smith (12)/sam smith (12),2014
651295,15246,330000,who you are,jessie j,2011,who you are,jessie j/jessie j,2011
651593,9661,14152,"orphans: brawlers, bawlers & bastards",tom waits,2006,"orphans: brawlers, bawlers & bastards",tom waits/tom waits,2006
651594,1426,159670,the headphone masterpiece,cody chesnutt,2002,the headphone masterpiece,cody chesnutt/cody chesnutt,2002
651616,11854,725409,oboroed / circus lives,terrestrial tones,2005,oboroed / circus lives,terrestrial tones/terrestrial tones,2005
651721,22441,1083956,r m h q: headquarters,roy montgomery,2016,r m h q: headquarters,roy montgomery/roy montgomery,2016
